Review Message,Sentiment
"My best comment for this was that offered by my then 13 year old granddaughter. When one of her friends gushed over it, her only reply was, ""Let me guess... There's either a rich boy and poor girl, or a rich girl and poor boy. The ship sinks. One of them dies. Right?"" There are so many great real stories to be told of the Titanic, why do almost all film makers feel compelled to invent a contrived, maudlin story line?

Of course, unlike her friend, my granddaughter already knew the stories of the Strausses, Wallace Hartley, John Astor, Benjamin Guggenheim, Molly Brown, and so many others.

If James Cameron had simply chosen to use all his skill and special effects budget to tell the sort of honest story told in ""A Night To Remember"", it would've been an all-time great. As it was, it alternated between brilliant and annoying.",positive
"I loved this movie since I was 7 and I saw it on the opening day. It was so touching and beautiful. I strongly recommend seeing for all. It's a movie to watch with your family by far.

My MPAA rating: PG-13 for thematic elements, prolonged scenes of disastor, nudity/sexuality and some language.",positive
,
,
"Let me start off by saying that there really can't be any spoilers about this movie, as anyone who knows anything about history already knows how this film will end. The Titanic is going to sink! What a surprise! There are three major reasons why I don't like this movie.

Reason 1: We know how the film is going to end before we even see it. The ship is going to sink. If filmmakers want to make a movie in which the audience already knows what is going to happen, they need to do a better job than to simply turn it into a sappy love story. Which brings me to the second reason.

Reason 2: This is another historical event turned into a sappy love story, blended in which a whole lot of Hollywood inaccuracy. The acting is terrible, and the characters are very uninteresting.

Reason 3: Time. This movie is more than three hours long! Is that really necessary? No it isn't. It is a three hours of my life that I could have used way more productively. It is a three hours of my life, gone forever! Wasted! And I can never get it back!

I was thankful when DiCaprio died, because I knew the movie was almost over. I can't believe this movie got so much praise. Its right there in the same league as ""Pearl Harbor"". Pure, un-adulterated junk. I gave it a 3/10, only because they did a pretty nice job ""reviving"" the ship itself. Don't watch it. If you take my advice, you have just saved three hours of your life.",neutral
"Really, why all the commotion over this movie? This schmaltzy soap opera bubble gum puke is way overlong, with every character some cartoon cliche'. With dialouge so frickin' corny that just made me want to throw a brick through my TV screen. Even at the end, that rotten, stupid cow could have let Leo share the plank she was on, but no, she decides to let him die! What the hell is up with that! When are people going to realize that all the special effects in the world aren't going to compensate for jejune scripts such as this one. It too bad that Cameron didn't line a few bird cages with his script to this manipulative, sugar coated bore-feast, if he would have, it would have put to good use.",neutral
,
,
,
"Cameron's alleged masterpiece has two things going for it: amazing digital effects and the fact that the vessel broke in half.

Dozens of excellent real-life stories are abandoned for an an insipid love story.

See the excellent ""A Night To Remember"" instead.

0 of 4 Niro~Stars",negative
"Any human being who considers ""Titanic"" to be among the top 250 films of all time should be strapped to a chair in a small room and be forced to watch any Tom Cruise vehicle several hundred times. In pan 'scan format.

Like so many awful Best Picture winners which came before it, ""Titanic"" does a horrible injustice to its so-called intended ""heroes""... in this case, by stereotyping them, making them dispensible.

The most recent B.P. winner to have borrowed this technique is Costner's aberration, ""Dances With Wolves,"" which pretended to be about the plight of the Native Americans, whose country we literally stole from them, and turning it into a fable about how one __white__ man rises above his equals to ""appreciate"" the former. See ""Black Robe,"" ""Little Big Man"" or ""Soldier Blue"" instead.

The politically~correct ""Driving Miss Daisy"" suffers the same fate: it should be about Freeman's character, which is infinitely more interesting than Tandy's.

""Forrest Gump"" is nearly as insulting, by changing the book in such away as to take the worst of Gump's traits and failings and foisting them on the Robin Wright Penn's ""Jenny"" character, leaving sweet Forrest a saint and Jenny a slut. ""Pulp Fiction,"" also released in 1994 has already had a greater effect on filmmaking than ""Gump"" ever will.

And __that's__ not even Tarantino's best film!

Despicable.

While we're at it, let's add to this list of garbage which has recently won Best Picture: Mel Gibson's lamentable ""Braveheart,"" which, while sporting excellent large~scale battle scenes, is nearly entirely fictional.

More proof that Hollywood's elite still like guys who've paid their dues in front of the camera.

""Gandhi""??? Don't even get me started on that Best Costume Design Oscar, let alone its B.P.

The trend may have begun in 1939, with the single most overrated flick of all time [""Gone With The Wind"" of course] beating out at least seven better films made in the same year.

~Niro",negative
"The announcement that James Cameron's 1997 blockbuster, Titanic, was to be rereleased to mark the centenary of the ocean liner's disastrous maiden voyage was met with a considerable amount of vitriol from historians and cultural critics.

Alongside the somewhat more sober events set to take place on 15 April to commemorate the sinking of the 'unsinkable ship' - including an exhibition in Belfast, where RMS Titanic was built, and a series of seminars in Nova Scotia, close to where it sank - many saw this as Cameron once again cashing in on the tragedy with his fiercely sentimental film. The fact that it has been remastered in 3D has made its release feel all the more in poor taste.

I was all of six years old when Titanic first hit our screens. It was, of course, one of the biggest blockbusters of my childhood. So large was its impact, in fact, that on several occasions during my schooling I was subjected to Titanic-themed history and art projects, all of which involved watching the three-and-a-bit-hour behemoth as a primary piece of research. In the years since, it has become the nostalgia movie of choice among my friends. So I've seen it more times than I'd care to count. Seeing it remastered on the big screen, however, made its inadequacy as a historical film more laughably evident than ever.

Given the policed divide between the haughty classes of the upper decks and the lowly paupers of steerage, and the shameful priority given to the wealthy when it came to filling the lifeboats, the Titanic tragedy has often been held up as a telling snapshot of the class politics of the time. Through the star-crossed, and completely fictional, love affair between penniless rogue Jack Dawson (Leonardo DiCaprio) and drippy debutante Rose DeWitt Bukater (Kate Winslet), Cameron attempts to explore the inherent tensions which the ship contained. This rendering, however, is reductive to say the least: the gilded dining rooms of first class are populated by sarcastic, brandy-swilling poshos and the steerage is full of arm-wrestling Germanics and Guinness-guzzling Irishmen who are prone to punch one another or break into a fiddle recital at the slightest provocation. Probably the most coherent message about class we are given, as the two lovers move between their respective camps, is that it's much more fun to dance a jig below decks than it is to discuss oil prices over caviar.

The stories that survived the ship's demise are a mix of startling inhumanity and incredible heroism. But Cameron's manipulative approach often robs his material of its inherent pathos and breeds drastic historical inaccuracies. In its turbulent second half, poignant moments come thick and fast, but many of them are either wholly fictional or shamelessly skewed for the sake of taking some cheap tugs at the heartstrings. The 'unsinkable' Molly Brown, who in the real tragedy insisted the half-full lifeboats return to collect those still stranded in the ice-cold water, is robbed of her triumphant moment and recast as a much less domineering symbol of feminine subordination. Similarly, as is widely known, the ship's string quartet played on top deck as the Titanic went down, in order to calm the passengers, but even this incredible part of the tale is soured by the schmaltz Cameron lays over the scene. As the quartet finish their rendition of 'Orpheus and Eurydice', one of the violinists turns to his fellow musicians and says, 'Gentleman, it has been a privilege playing with you tonight'. Such candy-coated moments continually deaden the impact of the film's rich source material.

Cameron once quipped that he only agreed to make the film because a free deep sea dive to the Titanic wreck came as part of the package, suggesting this was never intended to be his magnum opus. Indeed, given the director's famous meticulousness, the film feels like he has been oddly careless in places. Kate Winslet's accent is allowed to wander between American, Irish and English with little consequence, and despite a rigorous casting process for the part of Rose's malevolent fiancé Cal - which saw innumerable famous actors rejected - the appalling Billy Zane was selected, who ends up playing the role like a camp Count Dracula.

Despite all this, the clunking one-liners, the dreadful acting and the cheesy artifice actually gives Titanic its distinctive charm. When watching the released film on the big screen, I was surprised to find that most of my fellow audience members were giggling along at all of the abysmal moments, which also had kept me returning to it over the years. For myself and others it seems, this film is more of a trip down 90s memory lane than it is an historically accurate snapshot of a turn-of-the-century tragedy. As such, criticising Titanic on the grounds of historical infidelity is tantamount to damning Top Gun for giving a rose-tinted portrayal of the lives of fighter pilots - doing so would be to miss the point of what makes these films so memorable.

I completely agree with those who feel Titanic has no place in the proceedings for the centenary of the original tragedy. Not because Cameron's tacky blockbuster does a disservice to the 1,517 people who lost their lives, but because this film is so inescapably naff that really it shouldn't be taken that seriously. I urge fans to go and enjoy this guilty pleasure with a clear conscience",positive
"I would like to say I really liked Titanic in terms of suspense and being in the grand mode of other classic long drama movies like 'Gone with the Wind'. The acting was good and other aspects like social class, hierarchy and set design issues/props was excellent.

On the other the hand, the sex scene (though brief) was unnecessary and distracted from the romance element, certainly not following the scenes of other classic older movies of a non-explicit nature. Other post-modern features was the types of language used by Kate Winslet as Rose, some profanity and constant use of God's name in vain. Notwithstanding these problems the movie shows quite impressive what can be done with 100's of millions of pounds.

I think that movies that cost that much and makes a sizeable profit should have at least a proportion given to charity for the real people who are freezing to death, are ill or of great need for food. This will help prevent future disasters in the world.

Peace and love to everyone.",positive
"Titanic

DIRECTION 98% Lovely amounts of accurate details and the ship sinking is a tour de force.

ACTING 73% The unsinkable Molly (Kathy Bates) was great. Kate Winslet got an oscar nomination. But the others may have to learn more for next time.

EDITING/SPECIAL EFFECTS 100% Can you get more realistic than this?!

PLOT 45% The weakest part of the film. but some people like pseudo love stories!

STRONG WORDS AND VIOLENCE ETC 86% A brief sex scene which should not be there. Oh of course people dying every second when the ship is sinking.

MUSIC 100% Sheer joy so get both James Horner albums, with Irish music sounding like this and Celion Dion rumbling away you probably listen to the music than watch the movie.

SOUND 96% Incredible effects like the ship sounds, the crackling of the stern and the human noises crying for help against the rushing of the waves and the debris.

HOOKABILITY 98% When you see the computer models and underwater cameras you want to do aqua driving as soon as possible!

LASTABILITY 98% You do want the ship to sink don't you. Then fast forward the middle 'non-romantic' section of the movie.

OVERALL 83% Though the movie captures your senses, it leave your brain in neutral.",positive
"I was going to see a movie one snowy night in December. My friend suggested Tomorrow Never Dies but I was wanting to see Titanic sence last summer. I was expecting a disaster movie but I got a lot more. This movie takes you to the ship in 1912. You're there. You see it. You feel it. It's actually like you'r ea part of the movie. This movie wasn't really all that great in script writing, but how many are? Most guys say this movie sucked and had no point. I think they just weren't man enough to admit it. If you feel like reliving history, than you should see this. The end is so creepy because you feel like you're there. You can't help wonder what it was like for those unlucky passengers. The effects of the ship sinking was VERY realistic and this movie was definitely worth the 200 million it took to make it. I admit the end is sad but that makes it all the more realistic. It's one of the greatest movies of all time and the most successful of all time and one of my favorites of all time.

Relive the past and see this movie.",positive
"I still don't see why anyone thinks this is one of the best movies ever. This is a good movie, not a great one. The screenplay was simply ridiculous. It doesn't even look like the inside or outside of a ship. It actually LOOKS like a stage!

Leonardo was terrible. He made no attempt at playing a young punk. He simply played himself. He was magnificent in What's Eating Gilbert Grape, but hasn't done anything since worth watching. He's simply a pretty-boy who cannot play this type of role.

This film is filled with lots of good actors in pathetic roles. Kathy Bates is one of my favorites, but her character in this was horrible. It represented absolutely nothing, had no substance, and was completely fictional.

Fictional...that's what this movie was. From the start, the ""foggy"" appearance of the movie, which was supposed to give you the illusion of the early teens, just made the movie look like poorly-drawn animation. This was obviously an attempt at making a classic. This is a recipe for disaster. Classics were never meant to be classics. They were meant to be movies. Try making a good movie, and it might become a classic. Try making a classic, and its lack of substance will cause it to break apart into tiny little pieces.

The good thing about the movie was the final scene in the water. This was a marvelous job by DiCaprio and Winslet.

Unfortunately, this was just another example of the public being sucked into an extremely high-budget, over-publicized pathetic movie.",negative
"One of the interesting things about this film is that it's pretty clear how Titanic and Avatar are both cut from, essentially, the same cloth despite being two completely different films on paper.

As it is widely understood, a lot of time, effort, and money went into making this film possible and it shows. Aside from a couple moments here and there, Titanic is still a fairly impressive looking film to date. Of course, nowadays there is more information about Titanic's interior design with the aid of 20 more years of research behind us and, thus, there are some inaccuracies in this film in that regard, as well as the way the ship sank, but overall, it is clear that they went to painstaking lengths to make this film look as accurate and authentic as possible and I think they succeeded. Of course when you have James Cameron at the helm, usually films end up turning out looking quite impressive so it's no surprise that this film would be any different.

However, James Cameron is also one of the reasons why this film falls very short of what it could have been. This has much to do with the quality of writing and its execution. Cal Hockley is little short of a diet James Bond villain and I have no idea what his motivations for pursuing his obviously aloof fiancee aside from serving as an antagonist for Jack. The guy shows no interest in Rose, yet he says he loves her and it seems like the film, at some point, is trying to frame him as being truthful about it- but who knows at this point? On top of that, there's also the same writing trap that this film fall into as Avatar would years later with the very cartoonish poor people good, rich people bad theme which only ages worse when one looks into the real reasons why ships of that time were organized by class.

There's also a lot of blatant misrepresentation when it comes to a myriad of issues including the crew of the Titanic and the ship's lifeboat situation-which are all comments made with the aide of hindsight- which makes for a pretty bad representation of history.

One of my biggest criticisms of this kind of love story is that usually the female lead is fairly plain and the male lead is where all the personality and likability is. For Titanic, the reverse is true. Rose is extremely likable and has a lot of personality and Kate Winslet is the star of the show, in my opinion. Jack is quite plain on the other hand. I know DiCaprio is a popular actor but I didn't feel as if he really added anything to this role. It just seemed that they hired him to play himself.

Despite my criticisms, this is still a pretty well-made film. It has a lot of issues but it is still worth seeing. The love story is predictable but I don't think people watch romance films for their expectations to be subverted anyway. It's far from a bad film, and despite its 3 hour run time it makes excellent use of it. This is probably the date night film to end all date night films until The Notebook came out at the very least that says something.",positive
"James Cameron's 'Titanic' shares a similar motto to Marmite, ""you either love it or hate it"", I for one love this film, yes I know it's got a drawn out romance story, but there's just something about the 3-hour fill of the film that makes its such a spectacularly emotional and beautiful movie. I saw this a lot when I was growing up, this was one of the films of my childhood, it is truly a powerfully resonant and visually stunning movie of epic proportions. Personally I favour the British original 'A Night to Remember', but this is a pretty close contender. Winner of 11 Oscars, James Cameron's romantic-disaster epic is a triumph of cinema that boasts perfect chemistry between Kate and Leo as the lovers bound for tragedy. Many people disregard this film nowadays solely because it's become the most popular film ever made alongside Cameron's other epic 'Avatar', and whilst 'Titanic' is definitely not one of my favourite films, it's just so powerfully amazing and no doubt at all it has once brought a tear to everyone's eyes. The main aspect I love in this film is James Horner's haunting score that was a key ingredient in the film's success, it is simply perfect, too bad Celine Dion had to close this on her awful pop version. Nonetheless, 'Titanic' is a modern classic and a beautifully spectacular film that will live on.",neutral
"Without doubt, the worst movie ever to win the Oscar for Best Picture. A ghastly script, which, feeble-minded and cliche-ridden as it is, proved far beyond the infantile acting ability of the stars left one rooting for the one real hero--that vast block of ice that sank the ship and took us all out of our misery. The music is bad, the plot is absurd, the much vaunted realism in recreating the boat was done just as well forty years ago (in A Night to Remember); this is just further proof that the ability of audiences to see movies has deteriorated due perhaps to a combination of food additives and computer graphics. It's not even bad enough to be funny; it's just flat out bad.",negative
"I have been fascinated by the story of the White Star Line's most luxurious liner that sank on her maiden voyage, ever since I first learned of it 20 years ago, and my Dad would always say ""And they STILL don't know where she came to rest..."" Remember, it wasn't until 1985 when National Geographic found the wreck.

I have many books, articles, and video programs about the history of the RMS Titanic, it's people, and it's impact on the entire world following the tragedy.

When Cameron's ""Titanic"" debuted in the theater, all I heard was how great the love story was. I didn't think that any film that put fictional characters in a real setting, especially one as dramatic as the Titanic disaster could succeed. I was wrong.

""Titanic"" is an excellent film in all respects. Both DiCaprio and Winslet have a realistic and charismatic chemistry with each other. Kathy Bates was born to play the role of Molly Brown, Billy Zane is wonderfully despicable as the intended husband for Winslet, and Bernard Hill lends a great deal of respect to his role as Captain John Smith.

But the real star is indeed, the ship itself. It is absolutely phenomenal how the filmmakers recreated the legendary ship for the film. The grand staircase with the carving of hope and glory crowning time, the staterooms, the ballroom, the smoking lounges, all replicated with incredible attention to detail.

The details surrounding the sinking were incredible as well. I believe this is the first motion picture to address the fact that the ship split in half as it sank, instead of going down whole. The entire sinking sequence is incredibly chilling and you will not be able to turn your eyes away from it.

If you are one of the few that have not yet seen Titanic, watch it soon, and see if it doesn't amaze and move you.

And by the way... if you find yourself in Orlando, FL, check out the Titanic exhibition. You won't be disappointed.",positive
"This movie is like the source of life, it filled me with different emotions, I felt real warmness, I felt suspense, I felt empathy. It filled me with good emotions, refreshed my mind in some way, I absolutely in love with it. And I think, everything about this movie is great, EXCEPT scenes from ""nowadays"" : I can't see any emotions on the face of this old lady, I hate this thing, when she tells something and It feels like I SHOULD feel sorry for this non - acting bag with bones, because I KNOW that she is Rose, this is the point when me and you MOST feel sorry, cheap trick. No hate to this actress, but to the director, I just hate this useless old living. Nobody ever asked you to invite 87 year old actress, if you can't find any acting one, then cut this scene, use cosmetics, do anything that not harms the movie. I think that all those scenes spoils the great movie and without them it can be called a masterpiece. These people are useless, they take my time, they don't do anything, these scenes not ever look that great like Titanic story itself! All that they do is playing cheap emotional games "" feel sorry for me""; ""look at something you know"" and this is disgusting! I feel really mad about that part, and I feel sad for such a great movie. I would recommend you to skip all of them and enjoy this piece of art.",positive
"Rose can die for love, but at last, under Jack's life-saving and pleading, he chose to live for love, and the man left behind was miserable. When rose, who became an old woman, stood by the boat and threw the heart of the sea back into the sea, I think that was its best destination. In the face of disaster, some people leave the chance of survival to others, while some people spend money to occupy the opportunity of others.",positive
"What can I say that hasn't already been said? This film really is good. A sweet little fairy tale turned into a tragic and thought provoking story. True there's a cliche romance between a princess and a pauper,but I can think of no better princess (my favorite actress Kate Winslet) and no better pauper (the boyish but talented DiCaprio). Unlike the bloated and ""let's make you tear up and hey, James Cameron did it let's just pick another historical event"" Pearl Harbor, this film some how stays with me and manages to jerk a tear or two even the 43rd time I've seen it. My friends and I mock this show at times but deep down, if we admit it or not, we all love this film. It really do think it will stand the test of time.",positive
"Jame's Cameron's ""Titanic"" struck a chord with movie goers of all ages for one simple reason : it moved. As corny and implausible as the screenplay is, Cameron nevertheless seamlessly weaved historical fact with soap opera fiction to create a movie that hearkened back to Hollywood's Golden Age. Is ""Titanic"" the equal of ""Gone With The Wind""? Not by several knots. But it is a monumental production by any standards and in 1997 was the most sensational thing to come down the pike since the glory days of David O. Selznick and David Lean. ""Titanic"" is a grand, immensely entertaining extravaganza.",positive
"Went to watch this on a date because, my then GF wanted to see it like most of the female population.

It rumbles along at a steady pace with not much happening apart from some good effects and a boring love story. The story between the two lead actors feels awkward and false. It is a bit of a bore to be blunt but the special effects save it.

Typical Hollywood romantic dross.

This is not a film for men!

Be safe - stay away!!

5/10",positive
,
,
Titanic Released in 1997 to me this movie is very long some of the effects are dated and yea it didn't age well yes you can tell were the CGI is there are a couple of times were stuntdobles apare there is a Secne were you can see the end of the set the most memorable thing about this movie is when Jack Yell's I'm the king of the world.,neutral
"I don't like movies that are made by the rules of ""hollywood filmmaking"". What I mean by that is the way to make the audience sad, happy, worried, thrilled, are all the same way that all the same in all big budget hollywood films. Titanic is another one of those films. So it didn't give me anything.

James Horner's music sucked! And I was so mad at him getting the undeserved oscar for original score. That year the statue should have gone to Jerry Goldsmith's original score for L.A. Confidential! The popularity of Titanic shows how easily entertained the average movie going audience is.",neutral
"How does one describe the perfect film? In order to answer this question, one must watch the perfect film. In this case ""Titanic"" is the perfect film.

It owned all the qualities that make a film #1: action, drama, suspense, romance and action. ""Titanic"" is the personification of excellence and perfection.

It contained brilliant performances by Kate Winslet, Leonardo DiCaprio, Billy Zane and Kathy Bates. I was truly impressed by the performance of Billy Zane's Cal who was the jealous fiance to Kate Winslet's Rose. The casting director knew what he was doing when he chose Zane because the role was played with such ease.

The set design and costumes that overseen by Director James Cameron was done with careful attention to detail. The accuracy of the set and costumes was superb it was not easy to tell the difference whether or not it was made or real.

I have seen ""Titanic"" many many times and will continue to see as long as I own the movie because it was that well done. It continues to hold a special place in my heart and will for as long as I live.

This continues to be one of the best films I have seen; everyone should SEE IT again.",negative
"""Titanic"" is an excellent movie! It's very dramatic, emotional, overwhelming, magnificent,... I was really impressed when I saw this movie, and I don't think I can say anything negative about it. Some people say that in the whole first half of the movie nothing happens. I don't think that way about ""Titanic"". From the first moment the two saw each other, you felt there were already sparks between them. Also the music is véry beautiful! This is a fascinating movie: it's dramatic, gripping, emotional, sometimes exciting, the acting is also good, the music is marvelous. One of the best movies ever made! If you haven't seen it, you should try to see it as soon as you can! Excellent work from director James Cameron, the whole cast and the whole crew!",positive
"O.K., let me get something straight, I do not regard Titanic to be a masterpiece. However, considering that this movie rates 7.0 here in imdb and Lord of the Rings is third in imdb (last time I checked), there is something really wrong.

Titanic is not as bad as many of the reviewers are trying to make it. The soundtrack is well done, the acting is good. At that particular time, the movie effects are also pretty good. The movie do appeal to the audience's emotions, mostly duing the second half of the movie. I do feel for the characters in the movie even if they are not that believable. Overall, I think this movie deserves 7.5/10.

And besides, I think at least this movie is in the same level as LOTR, which is also worth a 7.1/10",positive
"This is a typical ""rich girl meets poor boy"" story, but it has got so much more than that. First of all, a great cast: Leo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates and many more. They were all good. And the special effects were awesome! I mean, really, I have never seen anything like that before (or maybe I have, I just can't remember it). The point is that this movie captures you for like three hours, and never once did I look at the time and see how long it's been or how long it's left.

This movie deserved all the Oscars, all the credit and all the good reviews. I love this movie, a classic movie, and I can't imagine how anyone would think it's bad or that it didn't deserve all the credit it got.

Watch it and enjoy it and don't think about how long it is. Some of the greatest movies of all time are like really long. Thanks :)",positive
"Before anything, let me say that this was a very good movie: the special effects were incredible, and the final hour was spellbindingly powerful. And if the entire movie had been about this, had been about the Titanic itself, then I would have loved it. However, it wasn't. Instead, it supplies us with two and a half hours of a boring, predictable, badly written and badly acted romance that is no different than any other movie romance that has been seen in the past 10 years. Let's see: a pretty girl is engaged to a rich snob because of pressure from her parents, and then a young drifter (who looks suspiciously like a 25 year-old model) ""rescues"" her, and they fall in love. Gee, no cliches so far. Some of the script was awful. For example, at the beginning, Rose says, ""You think you can save me?"" and Jack responds, ""No, only you can do that."" That's fine, except then at the end, old Rose tells her granddaughter, ""there was a man named Jack who saved me, in all the ways a person can be saved."" Which is a total contradiction to what Jack told her. And the worst line of the whole movie (or any movie I've seen in recent years): the ship is going down. Right in front of their eyes thousands of innocent men, women and children are dying. So what does Rose do? She looks at Jack, smiles, and says, ""Look honey, this is where we first met!"" How dramatic! I wanted to puke. I realize that I'm nitpicking here, but my point is, if you're going to make a drama about such an important event, why give us two hours of watching Kate Winslet spit over the edge of a ship and other such things? I've met some morons say that they consider this to be the ""greatest movie ever made."" Say WHAT?! Better than Star Wars? Better than The Godfather? Better than Casablanca? Better than Schindler's List?! Get a grip, people- it's a good movie, but you're blowing it way out of proportion.",negative
"What can be said about `Titanic' that hasn't already been said? Seriously who hasn't seen it? Well if your one of the few and you finally decided to take the uhmm. Splash (pun intended) there are a few rules you need to remember. First, give yourself time for an intermission the film is quite long. Second, the film caters to all people. There is a love story for the pre-teen girls and for hopeful romantics (generally women) and for us guys there are some cool special effects in one of the most intense disaster films ever made. The final rule, sit back and enjoy.

Working with a `Titanic' budget James Cameron (director) put this gem together and created this intriguing story. Obviously the fate of the doomed ocean liner is true, but the fictitious love story is thrown in to attract more viewers. Warning there is a brief, but tastefully done nude scene and parental guidance is suggested. Also the illustrations of death and dying in the later parts of the film may be a bit too much for younger viewers. Now aside from that, I mean honestly, what more convincing do you need? The film earned over a billion dollars worldwide and scored a number of Oscars including best director and best picture.",positive
"Filmmaking 101: Every well constructed screenplay should have three elements. A plot, a sub-plot and a sub-text. In the case of Titanic, about 95% of the viewers understood the plot. Perhaps as many understood the subplot, but perhaps 1 in a 1,000 really got the subtext which is the underpinnings of the film.

The plot: An unsinkable ship hits an iceberg and sinks with great loss of life. The subplot: a love story, which needed to be added to capture the teenage crowd, which, like it or not, is the prime audience of movie goers. In addition, without the subplot, all you have is a documentary, rather than a fine drama.

The subtext, however, may have been the most important part of the film. It's about the classicism that existed in the early 20th century and to some extent is still around. Did you notice that life boats were available only to the first class passengers. Indeed those traveling steerage, mostly immigrants, were locked into their deck and doomed to a watery grave. If there's a message inherent in Titanic, it isn't that we should build better ships. We already do. With Global Positioning Satellites only the most negligent Captain would ever collide with an iceberg. It also isn't about the immortality of love. Anybody who has loved and lost knows as much about that subject as any picture could ever convey.

No, the message is: we are all human beings and deserve to be treated equally, whether rich or poor, regardless of race or religion. That message is as fresh today as it was when the unsinkable ship plunged to its watery grave.

Perhaps, the next time you see a good movie, you'll think more about the sub-text and ask yourself what this film is really trying to say. The answer maybe worth more than the price of admission.

8.5/10",positive
"I was skeptical when I first went to see the movie with my wife. I had heard it was a ""chick-flick"", and that the director had incorporated fictional characters into the real life drama. I was pleasantly surprised when I left the theatre. The movie delivered a compelling and factual account of the disaster, intertwined with the fictional main characters. Jack and Rose were important to the movie. They really told the story of so many of the actual Titanic victims who remain unknown to this day.

Close to 1500 souls went down with the ship. The movie helped me to see their struggle to survive, and what were the shocking effects of hitting the iceberg. The tragedy at the World Trade Center certainly correlates with the Titanic disaster for modern times. This movie has piqued my interest so much that I viewed the Titanic exhibit when it came to Cleveland in 2002.",neutral
,
"great practical and special effects
well acted
can feel a bit sluggish or long at some points",positive
"Cameron skillfully used the shipwreck of the ""century shipwreck"" Titanic as a traction, realism and romantic feelings complement each other, cleverly implanted romantic and Humanistic Love Tragedy, and created a magnificent film Titanic. In the context of the biggest shipwreck, the sad and beautiful love story is the main line of the movie, which is extremely provocative and tearful. The story starts with the search for ""the heart of the sea"", with the narration of Ruth, an old survivor of the shipwreck, as the introduction, and uses the flashback to introduce the audience into the mood of an involuntary role replacement. It's wonderful to follow the characters.",positive
,
,
"No way is this the greatest film of all time. Not by a long shot. To compare this to GONE WITH THE WIND and Leo and Kate's performances to that of Viven Leigh and Clark Gable is ridiculous. Though Titanic IS good, it is no film of all time. Leo and Kate, though excellent in their performances are no Gable and Leigh, and though the film may be an epic, the ludicrous amount of Oscars slapped onto it (SO predictably) makes it less enjoyable because of the tons of hype lavished on it. Gone With The Wind was made at a time when films won Oscars for being GOOD. Today it depends on what film has the most budget and hype! Titanic: GWTW of the 90's? I think not.",positive
"James Camerson's epic romance/disaster movie - a film that made big at the Box Office, but doesn't do too much for me. I have seen the movie several times. It's half and half (half romance - the other half disaster). What does make the movie set sail for me is the outstanding special effects - most worthy of an Oscar as well as the set design, sound, and costumes. The plot behind the disaster is rather more or less a soap opera type love affair between the two young lovers (Leonardo DiCaprio and Kate Winslet). Somewhere during the love affair...I was reminded of the remake of King Kong (1976) - remember the love affair between Jessica Lange and the famous big gorilla?",negative
"In James Cameron's finest film to date, he writes and directs a period piece worthy of its name, and a solemn homage to those who passed on that fateful night in 1912. The labour of love's only due comparison is to Hollywood's yesteryear classics such as ""Gone With The Wind.""

With a commentary on social classes and the trappings of the Victorians, Cameron goes beyond his norm -- and excells!!

Leonardo DiCaprio and Kate Winslet charge the screen as Jack Dawson and Rose DeWitt Bukateer, respectfully. A strong supporting cast including ""The Invisible Man""s Gloria Stuart, who carries the film in flashback, brillantly.

If you're one of the very few people who haven't seen it yet, be aware that you are missing one of Hollywood's finest films. The combination of awestriking special effects and corsetted costume drama mix only too well.",positive
"The tragedy here was the fact that they took what could have been a great film/story and turned it into a typical piece of Hollywood Crud! Seriously, the acting totally sucked! The screenplay was trite and boring. The contrived scenes with the old Rose (not to mention with all the other characters) were so sad, this piece of garbage could only come from small minds that merely used a bunch of special effects to mask the poorly written script! Sad, Sad, Sad......... I know that I'm certainly not in the majority on this one, obviously by the actual take on boxoffice and video rental/sales, but I know that I can tell good acting from affected, contrived, crud - and this certainly was full of the latter! Best Picture?!?!?!?! Honestly, the ""Academy"" bowed to box office sales and certainly not to their consciences on rewarding quality film making or acting.... Sad, Sad, Sad!!!!!",negative
,
"I never cry at movies.

I have only cried at 2 through my entire lifetime.

Well, now it's 3.

I have been sobbing uncontrollably for about 10 minutes.

Go figure.

-Sasha",neutral
,
"This movie is my number one favorite of all time. The acting, production, music, story, special effects... I could just talk all day about everything that makes this movie amazing. I've seen it so many times that I know every line. I love Jack and Rose and their chemistry and how their lives intertwine and change each other's. Just definitely a movie that can't be topped!",positive
"This Movie was stunning, and yes it did move me, but the fact that all these people are pretty much dead by now anyway, marred the whole tragidy part, so I liked the Special Effects. They really did catch the realizm of it all, and They Did pull the old heartstrings with the mother singing her Kids to sleep while a quartet played ""Nearer My God to Thee"", But I was in it for the intense Action: Miles of corridors filled with water, the Lights flickering out all at once, and the ship Breaking in half. that was cool",positive
